orderid,orderdate,customerid,agegroup,gender,city,devicetype,acquisitionchannel,customersegment,productid,productname,category,subcategory,brand,price,cost,quantity,discount,shippingcost,paymentmethod,orderstatus,deliverydays,revenue,profit,rating,promocodeused,reviewcount,agecategory
O00863,3/17/2025,C1943,25-34,Male,Frankfurt am Main,Desktop,Direct,VIP,P00863,Basic outdoor - white,Sports,Outdoor,Adidas,130.1,59.84,1,26,1.46,PayPal,Shipped,2,96.27,34.97,3,Yes,0,adult
O00864,3/29/2024,C1108,18-24,Male,Hamburg,Mobile,Organic Search,Returning,P00864,Classic running - blue,Sports,Running,Adidas,43.23,24.41,1,21,0.13,PayPal,Returned,0,34.15,9.61,3,Yes,0,young
O00865,12/16/2024,C1821,25-34,Male,Berlin,Mobile,Organic Search,Returning,P00865,Knitted scarves - beige,Accessories,Scarves,Anna Field,53.14,30.72,1,30,0.56,Apple Pay,Delivered,2,37.2,5.92,1,Yes,185,adult
O00866,5/13/2024,C1294,25-34,Male,Essen,Mobile,Paid Advertising,New,P00866,Slim fit skirts - black,Clothing,Skirts,Pull&Bear,60.98,38.13,1,0,4.69,Credit Card,Delivered,4,60.98,18.16,3,No,93,adult
O00867,2/3/2024,C1830,25-34,Female,Munich,Desktop,Paid Advertising,New,P00867,Oversized sportswear - beige,Clothing,Sportswear,The North Face,46.73,21.51,2,12,4.04,Debit Card,Delivered,5,82.24,35.18,5,Yes,55,adult
O00868,12/11/2024,C1194,35-44,Male,Essen,Mobile,Email,New,P00868,Basic ankle boots - pink,Shoes,Ankle boots,Anna Field,123.96,79.22,2,9,3,Debit Card,Delivered,3,225.61,64.17,1,Yes,184,middle-aged
O00869,3/26/2024,C1830,35-44,Male,Munich,Tablet,Social Media,Returning,P00869,Knitted skirts - brown,Clothing,Skirts,Bershka,50.08,26.18,1,14,4.44,Credit Card,Delivered,5,43.07,12.45,3,Yes,140,middle-aged
O00870,10/14/2025,C1308,25-34,Male,Dortmund,Desktop,Paid Advertising,New,P00870,Basic trousers - black,Clothing,Trousers,Bershka,63.6,35.02,1,21,4.93,Google Pay,Delivered,6,50.24,10.29,1,Yes,18,adult
O00871,2/24/2025,C1386,35-44,Female,Hamburg,Mobile,Referral,New,P00871,Padded knitwear & cardigans - brown,Clothing,Knitwear & Cardigans,Only,44.83,27.93,1,0,3.64,Google Pay,Shipped,6,44.83,13.26,3,No,0,middle-aged
O00872,7/22/2024,C1369,55-64,Female,Dresden,Mobile,Referral,New,P00872,Printed swimwear - red,Clothing,Swimwear,Speedo,33.43,17.08,1,0,1.32,Gift Card,Delivered,7,33.43,15.03,5,No,157,senior
O00873,5/19/2025,C1797,35-44,Male,Berlin,Desktop,Social Media,New,P00873,Classic knitwear & cardigans - red,Clothing,Knitwear & Cardigans,Bershka,135.4,86.6,1,0,3.71,PayPal,Delivered,6,135.4,45.09,4,No,108,middle-aged
O00874,6/25/2024,C1789,18-24,Female,Berlin,Mobile,Direct,New,P00874,Knitted shorts - white,Clothing,Shorts,Adidas,22.69,13.42,1,6,3.3,PayPal,Shipped,7,21.33,4.61,3,Yes,0,young
O00875,5/7/2025,C1523,35-44,Male,Dortmund,Mobile,Organic Search,New,P00875,Leather sweatshirts & hoodies - khaki,Clothing,Sweatshirts & Hoodies,JDY,47.47,28.85,1,15,2.64,Gift Card,Delivered,4,40.35,8.86,5,Yes,198,middle-aged
O00876,10/28/2025,C1064,18-24,Male,Cologne,Mobile,Paid Advertising,Returning,P00876,Basic sweatshirts & hoodies - green,Clothing,Sweatshirts & Hoodies,Nike,93.36,52.34,1,13,2.07,Credit Card,Delivered,3,81.22,26.81,4,Yes,60,young
O00877,5/21/2025,C1179,18-24,Male,Frankfurt am Main,Desktop,Social Media,Returning,P00877,Padded sneakers - khaki,Shoes,Sneakers,Hummel,97.37,54.42,2,0,1.08,Credit Card,Delivered,4,194.74,84.82,3,No,0,young
O00878,5/1/2025,C1743,35-44,Female,Frankfurt am Main,Mobile,Organic Search,VIP,P00878,Printed house shoes - blue,Shoes,House shoes,Bershka,22.02,10.59,1,16,1.39,Gift Card,Delivered,7,18.5,6.52,3,Yes,0,middle-aged
O00879,3/19/2025,C1723,25-34,Female,Cologne,Desktop,Email,New,P00879,Padded sneakers - brown,Shoes,Sneakers,Adidas,44.64,26.52,1,23,4.9,Debit Card,Cancelled,0,34.37,2.95,3,Yes,0,adult
O00880,7/15/2025,C1438,35-44,Female,Hamburg,Mobile,Direct,New,P00880,Cotton sneakers - navy,Shoes,Sneakers,Adidas,67.24,32.55,1,17,2.67,Credit Card,Delivered,4,55.81,20.59,3,Yes,0,middle-aged
O00881,10/31/2024,C1273,25-34,Male,Cologne,Mobile,Direct,New,P00881,Printed hats & caps - navy,Accessories,Hats & caps,Bershka,43.76,23.76,1,17,0.26,Debit Card,Delivered,4,36.32,12.3,3,Yes,183,adult
O00882,11/20/2025,C1435,45-54,Female,Dusseldorf,Desktop,Organic Search,Returning,P00882,Padded basketball - pink,Sports,Basketball,Nike,140.68,73.83,1,0,0.03,PayPal,Delivered,6,140.68,66.82,3,No,0,older adult
O00883,7/22/2025,C1364,18-24,Male,Berlin,Mobile,Referral,Returning,P00883,Classic pumps - grey,Shoes,Pumps,Anna Field,40.99,23.34,1,15,2.94,PayPal,Delivered,6,34.84,8.56,3,Yes,0,young
O00884,12/29/2024,C1483,35-44,Male,Cologne,Mobile,Paid Advertising,New,P00884,Classic ankle boots - khaki,Shoes,Ankle boots,Stradivarius,91.65,58.04,1,0,1.17,PayPal,Delivered,3,91.65,32.44,2,No,167,middle-aged
O00885,7/20/2025,C1523,35-44,Female,Berlin,Desktop,Email,Returning,P00885,Oversized running - brown,Sports,Running,Hummel,99.31,58.96,1,20,1.27,PayPal,Delivered,7,79.45,19.22,4,Yes,21,middle-aged
O00886,11/21/2025,C1567,55-64,Male,Cologne,Desktop,Organic Search,Returning,P00886,Classic sweatshirts & hoodies - grey,Clothing,Sweatshirts & Hoodies,Hummel,40.41,20.4,1,22,3.25,Debit Card,Delivered,3,31.52,7.87,3,Yes,0,senior
O00887,8/19/2025,C1763,25-34,Male,Cologne,Mobile,Email,Returning,P00887,Slim fit swimwear - khaki,Clothing,Swimwear,Bershka,68.68,37.55,3,0,3.85,Google Pay,Delivered,6,206.04,89.54,3,No,0,adult
O00888,7/19/2024,C1541,25-34,Female,Cologne,Mobile,Organic Search,New,P00888,Printed bags & cases - pink,Accessories,Bags & cases,Anna Field,25.75,13.61,1,0,0.43,Apple Pay,Shipped,3,25.75,11.71,3,No,0,adult
O00889,2/25/2024,C1292,35-44,Female,Hamburg,Mobile,Email,New,P00889,Padded hats & caps - red,Accessories,Hats & caps,Carhartt WIP,24.33,14.74,1,0,0.51,Credit Card,Delivered,3,24.33,9.08,3,No,0,middle-aged
O00890,4/23/2025,C1577,45-54,Female,Frankfurt am Main,Mobile,Email,New,P00890,Printed sweatshirts & hoodies - khaki,Clothing,Sweatshirts & Hoodies,Bershka,112.77,63.15,1,30,0.8,Apple Pay,Delivered,7,78.94,14.99,3,Yes,166,older adult
O00891,3/10/2025,C1827,35-44,Male,Berlin,Mobile,Paid Advertising,New,P00891,Slim fit bags & cases - beige,Accessories,Bags & cases,Bershka,94.84,60.06,2,8,1.14,Credit Card,Processing,2,174.51,53.25,3,Yes,0,middle-aged
O00892,9/25/2024,C1170,25-34,Female,Hamburg,Mobile,Paid Advertising,New,P00892,Printed boots - khaki,Shoes,Boots,Nike,138.84,85.65,2,30,0.93,Gift Card,Returned,0,194.38,22.15,3,Yes,0,adult
O00893,11/28/2024,C1284,18-24,Male,Dortmund,Mobile,Organic Search,Returning,P00893,Cotton jeans - black,Clothing,Jeans,Noisy May,90.49,56.05,2,0,2.72,Credit Card,Delivered,5,180.98,66.16,1,No,131,young
O00894,1/3/2024,C1399,25-34,Male,Cologne,Desktop,Paid Advertising,New,P00894,Basic hats & caps - blue,Accessories,Hats & caps,Nike,67.99,31.9,1,0,3.03,Debit Card,Delivered,5,67.99,33.06,3,No,0,adult
O00895,11/15/2024,C1000,35-44,Male,Munich,Mobile,Organic Search,New,P00895,Lace hats & caps - beige,Accessories,Hats & caps,Nike,23.56,14.56,1,0,2.27,Gift Card,Delivered,4,23.56,6.73,3,No,0,middle-aged
O00896,3/16/2025,C1318,25-34,Female,Stuttgart,Desktop,Organic Search,Returning,P00896,Padded jackets & blazers - blue,Clothing,Jackets & Blazers,Anna Field,174.69,86.88,2,25,3.79,Gift Card,Delivered,2,262.03,84.48,4,Yes,10,adult
O00897,5/28/2025,C1167,18-24,Female,Hamburg,Mobile,Paid Advertising,VIP,P00897,Leather jackets & blazers - blue,Clothing,Jackets & Blazers,Pull&Bear,137.83,86.34,1,21,1.06,Debit Card,Delivered,3,108.89,21.49,5,Yes,75,young
O00898,7/16/2024,C1203,18-24,Female,Stuttgart,Mobile,Social Media,Returning,P00898,Basic beach shoes - navy,Shoes,Beach shoes,Nike,31.44,18.86,1,0,2.09,PayPal,Delivered,4,31.44,10.49,2,No,136,young
O00899,10/5/2025,C1511,35-44,Male,Frankfurt am Main,Desktop,Organic Search,VIP,P00899,Basic jackets & blazers - white,Clothing,Jackets & Blazers,Bershka,115.2,64.71,1,18,1.66,Credit Card,Shipped,5,94.46,28.09,3,Yes,0,middle-aged
O00900,10/22/2024,C1433,18-24,Female,Hamburg,Desktop,Social Media,Returning,P00900,Slim fit jackets & blazers - pink,Clothing,Jackets & Blazers,Pull&Bear,190.57,102.88,2,0,4.48,Google Pay,Delivered,7,381.14,170.9,4,No,199,young
O00901,9/3/2024,C1041,18-24,Female,Hamburg,Desktop,Email,Returning,P00901,Basic gloves - navy,Accessories,Gloves,The North Face,13.49,7.03,1,15,1.34,Debit Card,Delivered,2,11.47,3.1,2,Yes,13,young
O00902,3/17/2025,C1695,25-34,Male,Dusseldorf,Desktop,Email,New,P00902,Basic running - beige,Sports,Running,Hummel,30.43,14.67,1,12,2.84,Apple Pay,Delivered,4,26.78,9.27,2,Yes,25,adult
O00903,3/20/2025,C1637,35-44,Female,Dresden,Mobile,Organic Search,Returning,P00903,Basic sneakers - black,Shoes,Sneakers,Nike,102.18,57.92,1,9,3.98,PayPal,Delivered,7,92.98,31.08,5,Yes,185,middle-aged
O00904,11/4/2025,C1622,25-34,Female,Dusseldorf,Mobile,Email,Returning,P00904,Slim fit pumps - white,Shoes,Pumps,Bershka,97.1,44.54,1,0,2.61,Credit Card,Delivered,2,97.1,49.95,3,No,0,adult
O00905,3/12/2025,C1149,35-44,Male,Munich,Desktop,Organic Search,Returning,P00905,Cotton jackets & blazers - blue,Clothing,Jackets & Blazers,The North Face,92.86,54.1,2,0,0.8,Debit Card,Delivered,5,185.72,76.72,1,No,178,middle-aged
O00906,4/1/2024,C1534,25-34,Female,Dusseldorf,Desktop,Direct,New,P00906,Leather jeans - brown,Clothing,Jeans,Noisy May,73.93,33.77,1,8,1.55,Credit Card,Delivered,4,68.02,32.7,1,Yes,199,adult
O00907,11/6/2025,C1804,25-34,Male,Berlin,Tablet,Organic Search,New,P00907,Basic jewellery - red,Accessories,Jewellery,Swarovski,107.19,51.83,1,0,4.73,Apple Pay,Delivered,5,107.19,50.63,4,No,18,adult
O00908,5/10/2024,C1485,35-44,Female,Hamburg,Mobile,Organic Search,New,P00908,Slim fit skirts - beige,Clothing,Skirts,Stradivarius,38.47,23.97,1,0,4.42,Credit Card,Delivered,5,38.47,10.08,3,No,125,middle-aged
O00909,5/12/2025,C1195,18-24,Male,Dresden,Mobile,Organic Search,Returning,P00909,Printed jackets & blazers - red,Clothing,Jackets & Blazers,Bershka,93.56,53.73,1,0,0.83,Credit Card,Delivered,3,93.56,39,2,No,166,young
O00910,10/9/2025,C1405,18-24,Female,Munich,Mobile,Paid Advertising,New,P00910,Lace gloves - white,Accessories,Gloves,Nike,22.54,14.02,1,15,4.29,Debit Card,Delivered,6,19.16,0.85,3,Yes,122,young
O00911,8/25/2025,C1843,35-44,Female,Berlin,Tablet,Paid Advertising,Returning,P00911,Padded dresses - blue,Clothing,Dresses,Mango,151.44,97.64,1,0,1.15,Credit Card,Delivered,6,151.44,52.65,1,No,83,middle-aged
O00912,6/2/2025,C1078,25-34,Male,Cologne,Desktop,Referral,New,P00912,Leather dresses - navy,Clothing,Dresses,Bershka,91.29,55.46,1,26,4.79,PayPal,Delivered,7,67.55,7.3,5,Yes,34,adult
O00913,9/28/2024,C1042,18-24,Female,Stuttgart,Desktop,Organic Search,Returning,P00913,Basic trousers - grey,Clothing,Trousers,Pull&Bear,88.92,47.82,1,17,0.05,Apple Pay,Shipped,5,73.8,25.93,3,Yes,0,young
O00914,7/16/2024,C1627,25-34,Female,Berlin,Desktop,Direct,New,P00914,Cotton beach shoes - pink,Shoes,Beach shoes,Nike,25.95,14.94,1,0,3.68,Credit Card,Returned,0,25.95,7.33,3,No,0,adult
O00915,9/10/2024,C1771,45-54,Female,Cologne,Mobile,Organic Search,Returning,P00915,Oversized shirts & blouses - black,Clothing,Shirts & Blouses,JDY,78.68,49.06,1,0,1.59,Credit Card,Delivered,2,78.68,28.03,3,No,0,older adult
O00916,1/25/2025,C1827,25-34,Female,Frankfurt am Main,Mobile,Social Media,New,P00916,Leather hats & caps - green,Accessories,Hats & caps,Carhartt WIP,62.13,30.34,1,0,1.69,Apple Pay,Shipped,4,62.13,30.1,3,No,0,adult
O00917,7/1/2024,C1440,45-54,Male,Stuttgart,Mobile,Direct,New,P00917,Knitted dresses - khaki,Clothing,Dresses,Stradivarius,171.06,105.21,1,0,2.19,PayPal,Shipped,5,171.06,63.66,3,No,0,older adult
O00918,8/16/2024,C1622,45-54,Non-Binary,Hamburg,Mobile,Direct,New,P00918,Leather skirts - green,Clothing,Skirts,JDY,65.11,36.01,1,12,4.21,Credit Card,Returned,0,57.3,17.08,3,Yes,0,older adult
O00919,12/21/2024,C1552,45-54,Male,Essen,Mobile,Organic Search,New,P00919,Knitted boots - beige,Shoes,Boots,Bershka,84.81,52.46,1,0,1.69,PayPal,Delivered,6,84.81,30.66,3,No,122,older adult
O00920,10/27/2024,C1720,35-44,Female,Hamburg,Desktop,Paid Advertising,New,P00920,Knitted jumpsuits - black,Clothing,Jumpsuits,Pull&Bear,74.53,42.4,1,7,3.62,Credit Card,Delivered,4,69.31,23.29,1,Yes,150,middle-aged
O00921,11/8/2025,C1893,25-34,Female,Berlin,Desktop,Direct,Returning,P00921,Classic sweatshirts & hoodies - khaki,Clothing,Sweatshirts & Hoodies,Bershka,91.81,50.98,1,0,1.82,Google Pay,Delivered,2,91.81,39.01,2,No,27,adult
O00922,4/25/2024,C1256,25-34,Non-Binary,Frankfurt am Main,Mobile,Referral,New,P00922,Slim fit dresses - grey,Clothing,Dresses,Stradivarius,186.57,88.57,1,16,1.22,Credit Card,Processing,2,156.72,66.93,3,Yes,0,adult
O00923,5/22/2024,C1829,25-34,Female,Dortmund,Mobile,Organic Search,Returning,P00923,Classic skirts - brown,Clothing,Skirts,Bershka,77.41,43.21,2,22,4.11,PayPal,Delivered,3,120.76,30.23,3,Yes,32,adult
O00924,7/20/2025,C1871,25-34,Female,Stuttgart,Mobile,Referral,VIP,P00924,Printed t-shirts & tops - blue,Clothing,T-shirts & tops,JDY,68.67,39.86,1,21,2.44,PayPal,Processing,2,54.25,11.95,3,Yes,0,adult
O00925,7/22/2024,C1464,18-24,Male,Berlin,Mobile,Paid Advertising,Returning,P00925,Printed hats & caps - beige,Accessories,Hats & caps,Carhartt WIP,46.8,22.72,1,0,2.81,Credit Card,Delivered,7,46.8,21.27,2,No,146,young
O00926,10/26/2024,C1171,45-54,Female,Munich,Mobile,Direct,Returning,P00926,Basic scarves - beige,Accessories,Scarves,Anna Field,49.41,29.96,2,28,4.5,Credit Card,Returned,0,71.15,6.73,3,Yes,0,older adult
O00927,9/14/2025,C1759,35-44,Male,Frankfurt am Main,Mobile,Email,VIP,P00927,Classic swimwear - navy,Clothing,Swimwear,Bershka,75.68,44.39,1,0,2.83,Credit Card,Returned,0,75.68,28.46,3,No,0,middle-aged
O00928,1/4/2024,C1688,18-24,Male,Dresden,Mobile,Social Media,New,P00928,Classic coats - brown,Clothing,Coats,Pull&Bear,191.16,104.13,1,24,4.32,Debit Card,Delivered,4,145.28,36.83,4,Yes,89,young
O00929,3/14/2024,C1684,25-34,Female,Cologne,Mobile,Organic Search,VIP,P00929,Leather jackets & blazers - grey,Clothing,Jackets & Blazers,The North Face,117.91,67.27,1,12,4.46,Credit Card,Shipped,5,103.76,32.03,3,Yes,0,adult
O00930,4/17/2025,C1297,18-24,Non-Binary,Hamburg,Desktop,Social Media,VIP,P00930,Leather running - white,Sports,Running,Puma,94.78,46.07,1,27,3.65,Google Pay,Delivered,3,69.19,19.47,3,Yes,0,young
O00931,5/7/2025,C1631,35-44,Male,Berlin,Mobile,Social Media,VIP,P00931,Slim fit sweatshirts & hoodies - white,Clothing,Sweatshirts & Hoodies,Bershka,61.84,37.7,2,7,4.86,Gift Card,Delivered,7,115.02,34.76,3,Yes,55,middle-aged
O00932,8/30/2024,C1572,25-34,Female,Stuttgart,Desktop,Email,Returning,P00932,Basic sandals - navy,Shoes,Sandals,Adidas,70.56,34.82,1,14,1.99,Apple Pay,Delivered,7,60.68,23.87,3,Yes,129,adult
O00933,8/26/2025,C1287,35-44,Male,Frankfurt am Main,Desktop,Email,VIP,P00933,Cotton sandals - blue,Shoes,Sandals,Adidas,69.66,35.55,1,0,1.04,Google Pay,Processing,1,69.66,33.07,3,No,0,middle-aged
O00934,5/30/2024,C1552,45-54,Female,Cologne,Mobile,Organic Search,New,P00934,Oversized sweatshirts & hoodies - beige,Clothing,Sweatshirts & Hoodies,Nike,78.4,50.48,1,0,4.15,PayPal,Delivered,3,78.4,23.77,3,No,0,older adult
O00935,8/20/2025,C1788,25-34,Female,Berlin,Desktop,Paid Advertising,Returning,P00935,Oversized training - red,Sports,Training,Puma,76.85,45.24,1,23,4.31,Credit Card,Processing,1,59.17,9.62,3,Yes,0,adult
O00936,8/7/2025,C1435,18-24,Female,Dusseldorf,Mobile,Referral,Returning,P00936,Printed swimwear - beige,Clothing,Swimwear,Speedo,64,36.4,1,0,0.39,Credit Card,Returned,0,64,27.21,3,No,0,young
O00937,6/2/2024,C1638,45-54,Female,Hamburg,Mobile,Social Media,New,P00937,Slim fit sandals - white,Shoes,Sandals,Nike,50.46,24.23,1,20,4.33,Apple Pay,Returned,0,40.37,11.81,3,Yes,0,older adult
O00938,10/12/2024,C1807,35-44,Female,Dusseldorf,Desktop,Social Media,New,P00938,Oversized ankle boots - green,Shoes,Ankle boots,Even&Odd,150.06,80.25,1,0,1.46,Debit Card,Delivered,4,150.06,68.35,3,No,163,middle-aged
O00939,5/15/2024,C1979,25-34,Male,Dusseldorf,Mobile,Organic Search,New,P00939,Basic sneakers - grey,Shoes,Sneakers,Nike,67.88,40.88,2,17,1.96,Apple Pay,Shipped,5,112.68,28.96,3,Yes,0,adult
O00940,1/9/2025,C1046,18-24,Female,Munich,Tablet,Email,VIP,P00940,Oversized knitwear & cardigans - blue,Clothing,Knitwear & Cardigans,Bershka,91.46,49.8,1,0,4.93,Google Pay,Delivered,3,91.46,36.73,2,No,54,young
O00941,12/9/2024,C1307,25-34,Male,Frankfurt am Main,Mobile,Direct,New,P00941,Cotton jackets & blazers - white,Clothing,Jackets & Blazers,The North Face,73.6,45.66,1,12,0.33,PayPal,Shipped,6,64.77,18.78,3,Yes,0,adult
O00942,4/7/2024,C1039,35-44,Male,Dortmund,Desktop,Email,Returning,P00942,Cotton jackets & blazers - green,Clothing,Jackets & Blazers,Pull&Bear,139.09,62.73,1,0,0.5,Credit Card,Delivered,4,139.09,75.86,2,No,135,middle-aged
O00943,1/5/2024,C1979,35-44,Female,Munich,Mobile,Direct,Returning,P00943,Printed training - pink,Sports,Training,Hummel,82.78,42.37,1,27,0.57,Credit Card,Delivered,5,60.43,17.49,4,Yes,87,middle-aged
O00944,10/28/2025,C1084,25-34,Male,Cologne,Tablet,Organic Search,Returning,P00944,Knitted coats - navy,Clothing,Coats,The North Face,170,95.9,3,0,2.83,Debit Card,Cancelled,0,510,219.47,3,No,0,adult
O00945,10/21/2025,C1604,35-44,Male,Hamburg,Mobile,Organic Search,Returning,P00945,Padded jackets & blazers - brown,Clothing,Jackets & Blazers,Anna Field,121.38,69.14,1,0,1.54,Debit Card,Delivered,6,121.38,50.7,5,No,75,middle-aged
O00946,8/21/2025,C1335,35-44,Non-Binary,Hamburg,Desktop,Direct,Returning,P00946,Lace skirts - green,Clothing,Skirts,Stradivarius,51.73,31.32,3,0,4.19,PayPal,Delivered,6,155.19,57.04,1,No,134,middle-aged
O00947,12/29/2024,C1632,18-24,Female,Essen,Mobile,Direct,New,P00947,Lace hats & caps - white,Accessories,Hats & caps,The North Face,25.9,16.42,1,0,1.63,Credit Card,Delivered,7,25.9,7.85,4,No,82,young
O00948,5/6/2025,C1108,35-44,Female,Dusseldorf,Desktop,Organic Search,Returning,P00948,Slim fit dresses - beige,Clothing,Dresses,Bershka,176.17,101.43,1,0,1.31,Gift Card,Delivered,4,176.17,73.43,3,No,0,middle-aged
O00949,10/17/2024,C1254,18-24,Female,Essen,Mobile,Email,Returning,P00949,Lace scarves - red,Accessories,Scarves,Anna Field,51.5,25.78,2,27,5.27,PayPal,Delivered,5,75.19,18.36,2,Yes,95,young
O00950,6/2/2025,C1370,18-24,Male,Munich,Desktop,Organic Search,Returning,P00950,Cotton training - green,Sports,Training,Nike,21.28,10.25,3,21,5.74,Credit Card,Delivered,3,50.43,13.94,4,Yes,132,young
O00951,5/30/2024,C1497,18-24,Male,Dusseldorf,Mobile,Email,New,P00951,Printed sweatshirts & hoodies - blue,Clothing,Sweatshirts & Hoodies,Pull&Bear,41.73,23.08,1,0,1.81,Gift Card,Delivered,3,41.73,16.84,3,No,0,young
O00952,1/19/2024,C1308,35-44,Female,Cologne,Mobile,Organic Search,New,P00952,Slim fit scarves - black,Accessories,Scarves,The North Face,25.9,12.21,1,0,3.26,Credit Card,Delivered,7,25.9,10.43,3,No,0,middle-aged
O00953,3/17/2025,C1533,35-44,Male,Munich,Mobile,Paid Advertising,Returning,P00953,Oversized jumpsuits - black,Clothing,Jumpsuits,Stradivarius,64.7,33.98,1,0,4.23,PayPal,Delivered,7,64.7,26.49,4,No,41,middle-aged
O00954,11/10/2024,C1872,55-64,Female,Cologne,Mobile,Paid Advertising,Returning,P00954,Knitted trousers - pink,Clothing,Trousers,Pull&Bear,97.05,59.74,1,20,3.82,Debit Card,Delivered,4,77.64,14.08,1,Yes,38,senior
O00955,3/9/2024,C1555,45-54,Female,Hamburg,Mobile,Direct,New,P00955,Lace dresses - navy,Clothing,Dresses,JDY,148.98,92.82,1,19,1.91,Debit Card,Delivered,2,120.67,25.94,5,Yes,131,older adult
O00956,9/14/2024,C1863,25-34,Female,Cologne,Tablet,Paid Advertising,New,P00956,Basic boots - red,Shoes,Boots,Nike,152.64,76.5,1,0,1,PayPal,Delivered,3,152.64,75.14,3,No,176,adult
O00957,10/29/2025,C1919,18-24,Female,Hamburg,Tablet,Organic Search,New,P00957,Padded hats & caps - white,Accessories,Hats & caps,Nike,16.22,9.88,1,20,2.77,Debit Card,Delivered,7,12.98,0.33,2,Yes,139,young
O00958,2/8/2025,C1088,45-54,Male,Berlin,Desktop,Organic Search,Returning,P00958,Classic jewellery - grey,Accessories,Jewellery,Heideman,86,54.94,1,9,3.62,Credit Card,Processing,2,78.26,19.7,3,Yes,0,older adult
O00959,9/6/2025,C1059,18-24,Female,Berlin,Mobile,Organic Search,Returning,P00959,Classic mules - red,Shoes,Mules,Anna Field,54.57,34.04,1,0,1.37,Gift Card,Cancelled,0,54.57,19.16,3,No,0,young
O00960,6/26/2024,C1910,25-34,Male,Hamburg,Desktop,Organic Search,VIP,P00960,Slim fit jeans - blue,Clothing,Jeans,Stradivarius,66.34,41.87,1,11,1.39,Google Pay,Delivered,7,59.04,15.78,5,Yes,189,adult
O00961,1/4/2025,C1739,35-44,Non-Binary,Berlin,Mobile,Referral,Returning,P00961,Printed jumpsuits - red,Clothing,Jumpsuits,Only,76.42,39.17,1,0,3.23,Credit Card,Shipped,2,76.42,34.02,3,No,0,middle-aged
O00962,7/31/2024,C1697,35-44,Male,Stuttgart,Mobile,Organic Search,Returning,P00962,Basic sandals - black,Shoes,Sandals,Bershka,84.04,44.07,1,0,4.91,Google Pay,Delivered,4,84.04,35.06,3,No,0,middle-aged
O00963,7/5/2024,C1619,18-24,Male,Munich,Mobile,Paid Advertising,New,P00963,Basic bags & cases - white,Accessories,Bags & cases,Casio,101.74,55.98,1,26,1.19,Credit Card,Delivered,7,75.29,18.12,2,Yes,74,young
O00964,4/9/2025,C1243,35-44,Female,Munich,Mobile,Organic Search,New,P00964,Leather tennis - navy,Sports,Tennis,Nike,36.8,19.64,1,24,0.12,PayPal,Delivered,3,27.97,8.21,2,Yes,36,middle-aged
O00965,12/19/2024,C1974,45-54,Female,Munich,Mobile,Social Media,New,P00965,Classic nightwear & loungewear - grey,Clothing,Nightwear & Loungewear,Next,59.52,30.92,1,0,4.67,Credit Card,Delivered,7,59.52,23.93,3,No,0,older adult
O00966,3/22/2025,C1656,45-54,Male,Frankfurt am Main,Desktop,Organic Search,New,P00966,Basic sports shoes - beige,Shoes,Sports shoes,New Balance,153.58,83.19,1,0,4.49,Debit Card,Delivered,7,153.58,65.9,3,No,0,older adult
O00967,12/13/2024,C1637,35-44,Male,Frankfurt am Main,Tablet,Direct,Returning,P00967,Leather coats - blue,Clothing,Coats,Only,206.72,113.1,1,24,3.09,Credit Card,Delivered,6,157.11,40.92,2,Yes,85,middle-aged
O00968,5/29/2025,C1010,25-34,Female,Berlin,Desktop,Organic Search,VIP,P00968,Padded bags & cases - blue,Accessories,Bags & cases,Stradivarius,74.84,41.78,1,30,3.28,Apple Pay,Delivered,4,52.39,7.33,4,Yes,29,adult
O00969,11/24/2025,C1928,18-24,Female,Hamburg,Mobile,Organic Search,New,P00969,Slim fit hats & caps - green,Accessories,Hats & caps,Nike,26.81,15.32,1,22,4.3,Google Pay,Returned,0,20.91,1.29,3,Yes,0,young
